scode,selected_year,claim_year,chunk_id,anchor
002531,2019,2021,v21_c00008094,"与全球风电整机龙头Vestas签署了长期战略合作协议,并与GE、SGRE等国际一流风电企业建立了长期稳定的合作关系"
002531,2019,2021,v21_c00008098,面对国际客户
002531,2019,2021,v21_c00008098,国内外客户
002531,2020,2021,v21_c00008094,"与全球风电整机龙头Vestas签署了长期战略合作协议,并与GE、SGRE等国际一流风电企业建立了长期稳定的合作关系"
002531,2020,2021,v21_c00008098,面对国际客户
002531,2020,2021,v21_c00008098,国内外客户
002543,2018,2021,v21_c00008328,开发了北美第一大平板炉客户
002543,2019,2021,v21_c00008328,开发了北美第一大平板炉客户
002543,2020,2021,v21_c00008328,开发了北美第一大平板炉客户
002580,2018,2019,v21_c00008671,与全球目标大客户战略性深度合作
002606,2018,2019,v21_c00008802,国内外电网公司
002606,2018,2021,v21_c00008836,加强与海外客户的线上沟通和贸易
002606,2019,2021,v21_c00008836,加强与海外客户的线上沟通和贸易
002606,2020,2021,v21_c00008836,加强与海外客户的线上沟通和贸易
002614,2018,2019,v21_c00008909,与全球知名健康品牌Honeywell达成战略性合作
002614,2018,2021,v21_c00008926,与HoMedics、Honeywell、日本松下等众多国际领先健康品牌建立长期稳固的合作关系
002614,2019,2021,v21_c00008926,与HoMedics、Honeywell、日本松下等众多国际领先健康品牌建立长期稳固的合作关系
002614,2020,2021,v21_c00008926,与HoMedics、Honeywell、日本松下等众多国际领先健康品牌建立长期稳固的合作关系
002668,2018,2021,v21_c00009137,获得全球大量客户的认可
002668,2018,2021,v21_c00009139,进入多家国际知名冰箱龙头企业的全球采购系统中
002668,2018,2022,v21_c00009144,"加强与客户协同,推动客户拜访、访厂、验厂等工作全面恢复"
002668,2019,2021,v21_c00009137,获得全球大量客户的认可
002668,2019,2021,v21_c00009139,进入多家国际知名冰箱龙头企业的全球采购系统中
002668,2019,2022,v21_c00009144,"加强与客户协同,推动客户拜访、访厂、验厂等工作全面恢复"
002668,2020,2021,v21_c00009137,获得全球大量客户的认可
002668,2020,2021,v21_c00009139,进入多家国际知名冰箱龙头企业的全球采购系统中
002668,2020,2022,v21_c00009144,"加强与客户协同,推动客户拜访、访厂、验厂等工作全面恢复"
002668,2021,2022,v21_c00009144,"加强与客户协同,推动客户拜访、访厂、验厂等工作全面恢复"
002723,2018,2019,v21_c00009592,海外客户集中在电力基础设施建设不足的欠发达国家及地区
002723,2018,2021,v21_c00009624,与大客户合作开发的桌面空气净化器在亚马逊电商平台销量排名前列
002723,2018,2021,v21_c00009638,拥有大量“一带一路”国家的客户
002723,2019,2021,v21_c00009624,与大客户合作开发的桌面空气净化器在亚马逊电商平台销量排名前列
002723,2019,2021,v21_c00009638,拥有大量“一带一路”国家的客户
002723,2020,2021,v21_c00009624,与大客户合作开发的桌面空气净化器在亚马逊电商平台销量排名前列
002723,2020,2021,v21_c00009638,拥有大量“一带一路”国家的客户
002733,2018,2023,v21_c00009906,通过国内外多家知名企业的认可
002733,2019,2023,v21_c00009906,通过国内外多家知名企业的认可
002733,2020,2023,v21_c00009906,通过国内外多家知名企业的认可
002733,2021,2023,v21_c00009906,通过国内外多家知名企业的认可
002733,2022,2023,v21_c00009906,通过国内外多家知名企业的认可
002745,2018,2020,v21_c00009950,"IMELCO、REXEL、SONEPAR等贸易渠道客户,沃尔玛、BAUHAUS等超市零售渠道客户形成长期稳定的合作关系"
002745,2018,2021,v21_c00009966,"与IMELCO、REXEL、SONEPAR等贸易渠道客户,以及沃尔玛、麦德龙、BAUHAUS等大型商业超市、零售渠道客户保持长期稳定的合作关系"
002745,2018,2022,v21_c00009988,以IMELCO、REXEL、SONEPAR等为代表的贸易渠道客户和沃尔玛、麦德龙、BAUHAUS等为代表的大型商业超市、零售渠道客户
002745,2019,2020,v21_c00009950,"IMELCO、REXEL、SONEPAR等贸易渠道客户,沃尔玛、BAUHAUS等超市零售渠道客户形成长期稳定的合作关系"
002745,2019,2021,v21_c00009966,"与IMELCO、REXEL、SONEPAR等贸易渠道客户,以及沃尔玛、麦德龙、BAUHAUS等大型商业超市、零售渠道客户保持长期稳定的合作关系"
002745,2019,2022,v21_c00009988,以IMELCO、REXEL、SONEPAR等为代表的贸易渠道客户和沃尔玛、麦德龙、BAUHAUS等为代表的大型商业超市、零售渠道客户
002745,2020,2021,v21_c00009966,"与IMELCO、REXEL、SONEPAR等贸易渠道客户,以及沃尔玛、麦德龙、BAUHAUS等大型商业超市、零售渠道客户保持长期稳定的合作关系"
002745,2020,2022,v21_c00009988,以IMELCO、REXEL、SONEPAR等为代表的贸易渠道客户和沃尔玛、麦德龙、BAUHAUS等为代表的大型商业超市、零售渠道客户
002745,2021,2022,v21_c00009988,以IMELCO、REXEL、SONEPAR等为代表的贸易渠道客户和沃尔玛、麦德龙、BAUHAUS等为代表的大型商业超市、零售渠道客户
002801,2018,2021,v21_c00010041,以行业知名厂商为主要客户
002801,2020,2021,v21_c00010041,以行业知名厂商为主要客户
002851,2018,2019,v21_c00010207,瞄准世界制造业和国内制造业500强的优质客户
002851,2018,2019,v21_c00010218,配合如Philips、Hillrom、Devilbiss等海外医疗设备制造商的紧急需求
002860,2018,2021,v21_c00010471,松下、夏普、惠而浦、三星、LG等公司
002860,2018,2022,v21_c00010503,客户主要有美的、格兰仕、苏泊尔、利仁、科沃斯、方太、松下、惠而浦、LG等公司
002860,2019,2021,v21_c00010471,松下、夏普、惠而浦、三星、LG等公司
002860,2019,2022,v21_c00010503,客户主要有美的、格兰仕、苏泊尔、利仁、科沃斯、方太、松下、惠而浦、LG等公司
002860,2020,2021,v21_c00010471,松下、夏普、惠而浦、三星、LG等公司
002860,2020,2022,v21_c00010503,客户主要有美的、格兰仕、苏泊尔、利仁、科沃斯、方太、松下、惠而浦、LG等公司
002860,2021,2022,v21_c00010503,客户主要有美的、格兰仕、苏泊尔、利仁、科沃斯、方太、松下、惠而浦、LG等公司
002892,2018,2020,v21_c00010890,加强与欧美核心客户的深度合作
002892,2018,2020,v21_c00010902,与意大利嘉玛、丹麦linak等国内外知名企业建立合作关系
002892,2018,2021,v21_c00010922,成为海康威视、可胜技术、创想三维、松下(Panasonic)、美的、海信、宇视科技、广电运通、比依股份、新宝股份、伊莱克斯(Electrolux)等国内外知名企业的重要供应商
002892,2019,2020,v21_c00010890,加强与欧美核心客户的深度合作
002892,2019,2020,v21_c00010902,与意大利嘉玛、丹麦linak等国内外知名企业建立合作关系
002892,2019,2021,v21_c00010922,成为海康威视、可胜技术、创想三维、松下(Panasonic)、美的、海信、宇视科技、广电运通、比依股份、新宝股份、伊莱克斯(Electrolux)等国内外知名企业的重要供应商
002892,2020,2021,v21_c00010922,成为海康威视、可胜技术、创想三维、松下(Panasonic)、美的、海信、宇视科技、广电运通、比依股份、新宝股份、伊莱克斯(Electrolux)等国内外知名企业的重要供应商
002897,2018,2021,v21_c00010986,国际客户
002897,2018,2021,v21_c00010988,核心客户为全球光伏系统领域领先厂商NEXTracker
002897,2018,2021,v21_c00010988,"作为其太阳能跟踪支架的重要供应商,与其建立了稳固的合作关系"
002897,2019,2021,v21_c00010986,国际客户
002897,2019,2021,v21_c00010988,核心客户为全球光伏系统领域领先厂商NEXTracker
002897,2019,2021,v21_c00010988,"作为其太阳能跟踪支架的重要供应商,与其建立了稳固的合作关系"
002897,2020,2021,v21_c00010986,国际客户
002897,2020,2021,v21_c00010988,核心客户为全球光伏系统领域领先厂商NEXTracker
002897,2020,2021,v21_c00010988,"作为其太阳能跟踪支架的重要供应商,与其建立了稳固的合作关系"
002922,2018,2019,v21_c00011043,与全球逆变器龙头企业阳光电源、华为等保持稳定、良好的合作关系
002922,2018,2020,v21_c00011051,与全球逆变器龙头企业阳光电源、华为等客户保持稳定、良好的合作关系
002922,2018,2021,v21_c00011058,与宜家、欧司朗、Kichler等国际知名企业形成长期稳定战略合作
002922,2020,2021,v21_c00011058,与宜家、欧司朗、Kichler等国际知名企业形成长期稳定战略合作
002953,2019,2021,v21_c00011347,与多个国际知名公司建立了合作关系
002953,2019,2021,v21_c00011348,对境外客户采用买断式销售模式
002953,2019,2021,v21_c00011350,国外客户
003021,2020,2021,v21_c00011530,与全球行业标杆客户的紧密合作
003021,2020,2022,v21_c00011571,加强与全球行业标杆客户的紧密合作
003021,2021,2022,v21_c00011571,加强与全球行业标杆客户的紧密合作
300032,2018,2020,v21_c00012157,向某国际大客户供应线性马达
300032,2018,2021,v21_c00012170,拥有一批优质的国际客户
300032,2019,2020,v21_c00012157,向某国际大客户供应线性马达
300032,2019,2021,v21_c00012170,拥有一批优质的国际客户
300048,2018,2021,v21_c00012303,韩国和德国的集成商客户实现订单转化
300048,2018,2023,v21_c00012353,取得欧洲、澳洲、美洲、非洲等重点市场主流客户的订单
300048,2018,2023,v21_c00012354,为全球客户提供家庭能源解决方案
300048,2019,2021,v21_c00012303,韩国和德国的集成商客户实现订单转化
300048,2019,2023,v21_c00012353,取得欧洲、澳洲、美洲、非洲等重点市场主流客户的订单
300048,2019,2023,v21_c00012354,为全球客户提供家庭能源解决方案
300048,2020,2021,v21_c00012303,韩国和德国的集成商客户实现订单转化
300048,2020,2023,v21_c00012353,取得欧洲、澳洲、美洲、非洲等重点市场主流客户的订单
300048,2020,2023,v21_c00012354,为全球客户提供家庭能源解决方案
300048,2021,2023,v21_c00012353,取得欧洲、澳洲、美洲、非洲等重点市场主流客户的订单
300048,2021,2023,v21_c00012354,为全球客户提供家庭能源解决方案
300048,2022,2023,v21_c00012353,取得欧洲、澳洲、美洲、非洲等重点市场主流客户的订单
300048,2022,2023,v21_c00012354,为全球客户提供家庭能源解决方案
300068,2018,2019,v21_c00012553,"力争成为全球级客户的供应商,大力开发起停电池的二级市场,开发新能源动力细分市场"
300068,2018,2019,v21_c00012563,成为全球多个知名通信运营商及集成商的5G通信锂电产品合作伙伴
300069,2018,2021,v21_c00012719,销往国家电网公司及国内国外主要的电网企业
300069,2018,2022,v21_c00012740,销往国家电网、南方电网及国外主要的电网企业
300069,2018,2023,v21_c00012753,销往国外主要的电网企业
300069,2019,2021,v21_c00012719,销往国家电网公司及国内国外主要的电网企业
300069,2019,2022,v21_c00012740,销往国家电网、南方电网及国外主要的电网企业
300069,2019,2023,v21_c00012753,销往国外主要的电网企业
300069,2020,2021,v21_c00012719,销往国家电网公司及国内国外主要的电网企业
300069,2020,2022,v21_c00012740,销往国家电网、南方电网及国外主要的电网企业
300069,2020,2023,v21_c00012753,销往国外主要的电网企业
300069,2021,2022,v21_c00012740,销往国家电网、南方电网及国外主要的电网企业
300069,2021,2023,v21_c00012753,销往国外主要的电网企业
300069,2022,2023,v21_c00012753,销往国外主要的电网企业
300118,2018,2019,v21_c00013194,覆盖国内外多数主要组件生产厂商
300118,2018,2019,v21_c00013196,得到国内外大型网商、综合超市的验收认可
300125,2019,2020,v21_c00013550,拥有中建材浚鑫科技有限公司、中节能太阳能科技(镇江)有限公司、东方日升(常州)进出口有限公司、西安隆基硅材料股份有限公司等一批优质的客户群体
300129,2018,2019,v21_c00013638,"海外客户的开发与维护,推动与核心客户的全方位合作"
300129,2018,2022,v21_c00013712,受到国内外众多客户的认可
300129,2019,2022,v21_c00013712,受到国内外众多客户的认可
300129,2020,2022,v21_c00013712,受到国内外众多客户的认可
300129,2021,2022,v21_c00013712,受到国内外众多客户的认可
300153,2018,2023,v21_c00014036,跟海外客户对接的形式出口
300153,2019,2023,v21_c00014036,跟海外客户对接的形式出口
300153,2020,2023,v21_c00014036,跟海外客户对接的形式出口
300153,2021,2023,v21_c00014036,跟海外客户对接的形式出口
300153,2022,2023,v21_c00014036,跟海外客户对接的形式出口
300247,2020,2021,v21_c00014241,外销出货和客户加强沟通灵活安排出货方式
300252,2018,2020,v21_c00014331,世界排名前五服务器制造商已交付其三(H3C、Inspur、Lenovo)
300252,2018,2021,v21_c00014346,为海外运营商及行业专网提供4G/5G通信组网解决方案
300252,2018,2023,v21_c00014395,获得国内外行业领先客户的认可
300252,2019,2020,v21_c00014331,世界排名前五服务器制造商已交付其三(H3C、Inspur、Lenovo)
300252,2019,2021,v21_c00014346,为海外运营商及行业专网提供4G/5G通信组网解决方案
300252,2019,2023,v21_c00014395,获得国内外行业领先客户的认可
300252,2020,2021,v21_c00014346,为海外运营商及行业专网提供4G/5G通信组网解决方案
300252,2020,2023,v21_c00014395,获得国内外行业领先客户的认可
300252,2021,2023,v21_c00014395,获得国内外行业领先客户的认可
300252,2022,2023,v21_c00014395,获得国内外行业领先客户的认可
300272,2018,2020,v21_c00014566,英国MN无电软水机项目
300272,2018,2020,v21_c00014567,定制客户为欧洲重要合作伙伴，客户主动签订合约要求该款产品欧洲区域独家供应
300283,2018,2019,v21_c00014849,对施耐德、艾默生、伊顿等世界知名企业的销售额正逐年上升
300283,2018,2021,v21_c00014889,国际客户
300283,2018,2021,v21_c00014896,对施耐德、艾默生等国际知名企业的销售额正逐年上升
300317,2018,2020,v21_c00014985,主要零售客户Lowe’sUS光伏照明业务增长超过20%
300317,2018,2020,v21_c00014985,高端品牌产品太阳能射灯在Wal-MartUS持续热卖
300317,2018,2021,v21_c00014992,"主要客户是欧美地区的大型连锁零售商,如LOWE'S、WALMART、CANADIANTIRE、EDEKA、NORMA等"
300317,2019,2020,v21_c00014985,主要零售客户Lowe’sUS光伏照明业务增长超过20%
300317,2019,2020,v21_c00014985,高端品牌产品太阳能射灯在Wal-MartUS持续热卖
300317,2019,2021,v21_c00014992,"主要客户是欧美地区的大型连锁零售商,如LOWE'S、WALMART、CANADIANTIRE、EDEKA、NORMA等"
300317,2020,2021,v21_c00014992,"主要客户是欧美地区的大型连锁零售商,如LOWE'S、WALMART、CANADIANTIRE、EDEKA、NORMA等"
300376,2018,2023,v21_c00015344,加强与海上风电客户的合作
300376,2019,2023,v21_c00015344,加强与海上风电客户的合作
300376,2020,2023,v21_c00015344,加强与海上风电客户的合作
300376,2021,2023,v21_c00015344,加强与海上风电客户的合作
300376,2022,2023,v21_c00015344,加强与海上风电客户的合作
300393,2019,2021,v21_c00015428,获得全球范围内多家客户的认可
300393,2020,2021,v21_c00015428,获得全球范围内多家客户的认可
300403,2018,2019,v21_c00015519,为全球领先的家电企业提供优质电器配件
300403,2018,2019,v21_c00015519,"主要客户包括海尔、美的,惠而浦、GE,三星、LG、大宇电子,伊莱克斯、西门子、卡迪、ARCELIK、VESTEL等"
300403,2018,2021,v21_c00015568,主要客户包括惠而浦、三星、美的、海尔、伊莱克斯、LG、GE、松下、卡迪、ARCELIK、VESTEL等全球知名家电制造企业
300403,2019,2021,v21_c00015568,主要客户包括惠而浦、三星、美的、海尔、伊莱克斯、LG、GE、松下、卡迪、ARCELIK、VESTEL等全球知名家电制造企业
300438,2021,2022,v21_c00015869,与全球储能市场各细分领域头部客户加深合作
300444,2018,2019,v21_c00015942,供货秘鲁、西班牙等海外客户
300477,2018,2022,v21_c00016279,拓展海外客户
300477,2018,2023,v21_c00016332,完成厦钨新能源、ATL、三星SDI、优美科、比亚迪、国轩高科、泰丰先行、华友钴业、湖南裕能、当升科技等下游客户认证及批量供货
300477,2021,2022,v21_c00016279,拓展海外客户
300477,2021,2023,v21_c00016332,完成厦钨新能源、ATL、三星SDI、优美科、比亚迪、国轩高科、泰丰先行、华友钴业、湖南裕能、当升科技等下游客户认证及批量供货
300477,2022,2023,v21_c00016332,完成厦钨新能源、ATL、三星SDI、优美科、比亚迪、国轩高科、泰丰先行、华友钴业、湖南裕能、当升科技等下游客户认证及批量供货
300490,2018,2019,v21_c00016505,"与LG签定了提升机订单,与BNW签定战略协议,拓展海外新能源市场"
300490,2018,2020,v21_c00016520,与全球锂电行业的龙头企业宁德时代新能源科技股份有限公司(即CATL)和宁德新能源科技有限公司(即ATL)有着多年的合作基础
300490,2018,2021,v21_c00016542,"全球知名锂电池生产企业,如宁德时代、蜂巢能源、赣锋锂业等"
300490,2019,2020,v21_c00016520,与全球锂电行业的龙头企业宁德时代新能源科技股份有限公司(即CATL)和宁德新能源科技有限公司(即ATL)有着多年的合作基础
300490,2019,2021,v21_c00016542,"全球知名锂电池生产企业,如宁德时代、蜂巢能源、赣锋锂业等"
300490,2020,2021,v21_c00016542,"全球知名锂电池生产企业,如宁德时代、蜂巢能源、赣锋锂业等"
300510,2018,2019,v21_c00017004,与国外大客户例如三星SDI、LG等战略客户的合作
300510,2018,2023,v21_c00017135,与俄项目方进行商务磋商
300510,2019,2023,v21_c00017135,与俄项目方进行商务磋商
300510,2022,2023,v21_c00017135,与俄项目方进行商务磋商
300626,2019,2021,v21_c00017840,拥有美国百得(BLACK&DECKER)、牧田(MAKITA)、日本电产(NIDEC)、博世集团(BOSCH)、德昌电机、佩特来(Prestolite)、威灵电机、延锋安道拓等全球知名客户
300626,2019,2022,v21_c00017857,拥有美国百得(BLACK&DECKER)、牧田(MAKITA)、日本电产(NIDEC)、博世集团(BOSCH)、德昌电机、佩特来(Prestolite)、威灵电机、延锋安道拓、博格华纳、大洋电机、卧龙电驱等全球知名客户
300626,2019,2023,v21_c00017874,拥有延锋安道拓、博格华纳、日本电产(NIDEC)、博世集团(BOSCH)、牧田(MAKITA)、美国百得(BLACK&DECKER)、胜华波、佩特来(Prestolite)、香港德昌、威灵电机、大洋电机、卧龙电驱等全球知名客户
300632,2018,2021,v21_c00017944,全球领先照明企业或地区知名品牌企业
300632,2018,2022,v21_c00018002,与国际知名品牌企业长期合作
300632,2019,2021,v21_c00017944,全球领先照明企业或地区知名品牌企业
300632,2019,2022,v21_c00018002,与国际知名品牌企业长期合作
300632,2020,2021,v21_c00017944,全球领先照明企业或地区知名品牌企业
300632,2020,2022,v21_c00018002,与国际知名品牌企业长期合作
300632,2021,2022,v21_c00018002,与国际知名品牌企业长期合作
300660,2018,2021,v21_c00018066,国外客户主要包括伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、GE等知名企业
300660,2018,2021,v21_c00018080,得到了格力、美的、海尔、伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、戴森、GE等国内外知名的家用电器生产商、全球知名运动健康设备制造商爱康的认可
300660,2018,2021,v21_c00018080,进入了著名医疗仪器制造商迈瑞医疗、爱德士等客户群
300660,2019,2021,v21_c00018066,国外客户主要包括伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、GE等知名企业
300660,2019,2021,v21_c00018080,得到了格力、美的、海尔、伊莱克斯、惠而浦、LG、三星、松下、夏普、富士通、戴森、GE等国内外知名的家用电器生产商、全球知名运动健康设备制造商爱康的认可
300660,2019,2021,v21_c00018080,进入了著名医疗仪器制造商迈瑞医疗、爱德士等客户群
